Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,conversion
IS50283,California,5697.175238,No,Basic,Bachelor,1/17/11,Employed,F,27048,Suburban,Married,72,5,85,0,4,Corporate Auto,Corporate L3,Offer3,Agent,345.6,Four-Door Car,Medsize,0
MY64920,Oregon,9217.130629,No,Basic,College,2/27/11,Employed,F,73259,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Offer4,Web,673.34265,SUV,Medsize,0
KN34250,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L2,Offer1,Branch,619.2,SUV,Medsize,1
GN46207,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,1
KL57176,Oregon,4505.405812,No,Basic,College,2/15/11,Employed,F,67801,Rural,Divorced,115,12,45,1,1,Personal Auto,Personal L3,Offer3,Web,23.810491,SUV,Medsize,0
MN94234,California,3107.568648,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,94,34,59,4,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,0
JY90595,Arizona,5528.664986,No,Basic,High School or Below,2/7/11,Medical Leave,M,16042,Suburban,Married,73,33,58,0,9,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,0
HK26543,California,5045.866663,No,Basic,High School or Below,1/27/11,Employed,M,28056,Suburban,Married,64,32,41,1,8,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,Medsize,0
PN86062,California,2962.722482,No,Extended,High School or Below,1/9/11,Medical Leave,M,16495,Suburban,Married,85,25,75,3,1,Corporate Auto,Corporate L2,Offer1,Branch,408.0,Four-Door Car,Medsize,0
VW27730,California,8665.956372,No,Basic,Master,2/8/11,Employed,F,41163,Rural,Married,108,11,66,0,3,Corporate Auto,Corporate L2,Offer1,Branch,231.922173,SUV,Small,0
SH55671,Arizona,11413.44115,No,Premium,College,2/6/11,Unemployed,F,0,Suburban,Married,161,3,71,1,9,Personal Auto,Personal L3,Offer1,Branch,772.8,Sports Car,Small,0
MO56878,California,15488.43196,No,Basic,Bachelor,1/5/11,Employed,M,33799,Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Offer2,Agent,664.980242,SUV,Small,0
QP80741,Washington,6048.574243,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize,0
SV35618,Oregon,5934.741492,No,Premium,Bachelor,2/28/11,Employed,F,87747,Rural,Divorced,147,3,87,1,1,Personal Auto,Personal L2,Offer2,Agent,46.492039,SUV,Small,0
RX12347,Nevada,3543.232138,No,Extended,College,2/9/11,Employed,M,35695,Suburban,Married,90,2,7,0,1,Personal Auto,Personal L2,Offer4,Branch,432.0,Four-Door Car,Medsize,0
FR55658,California,3490.028304,No,Extended,Master,1/27/11,Employed,M,90985,Rural,Divorced,87,33,39,0,1,Personal Auto,Personal L2,Offer1,Branch,78.085149,Four-Door Car,Medsize,0
XS12556,California,3683.099864,No,Basic,College,1/6/11,Unemployed,F,0,Suburban,Married,101,19,16,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,564.466556,Sports Car,Medsize,0
ZU73588,California,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,Medsize,1
WT43034,California,12500.84302,No,Premium,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,165,16,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,792.0,SUV,Medsize,0
VM13430,Oregon,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Corporate Auto,Corporate L3,Offer2,Branch,289.040734,SUV,Medsize,1
TC78849,Oregon,2497.45507,No,Basic,Bachelor,2/12/11,Employed,M,24825,Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Offer2,Branch,155.938593,Two-Door Car,Medsize,0
VC34764,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,1
WO90953,Oregon,5387.926265,No,Basic,College,1/21/11,Employed,F,56835,Suburban,Married,67,25,16,0,3,Personal Auto,Personal L3,Offer1,Branch,326.549425,Two-Door Car,Small,0
IU47468,Oregon,6165.557517,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,88,12,54,0,6,Special Auto,Special L2,Offer3,Web,653.65668,Two-Door Car,Small,0
KO46064,California,2730.20294,No,Basic,Bachelor,2/25/11,Employed,M,46135,Rural,Married,69,12,68,0,1,Personal Auto,Personal L3,Offer1,Agent,103.935601,Four-Door Car,Medsize,0
RB34917,Arizona,5162.116944,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,73,21,87,0,4,Personal Auto,Personal L2,Offer2,Branch,809.532341,Four-Door Car,Small,0
BI38192,Oregon,7937.064822,No,Basic,High School or Below,2/1/11,Employed,F,22862,Suburban,Married,67,9,40,0,2,Personal Auto,Personal L3,Offer2,Agent,321.6,Two-Door Car,Medsize,0
PU18983,Oregon,8608.157233,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,0
SW79912,Oregon,2632.545795,No,Basic,Bachelor,1/22/11,Employed,M,95854,Suburban,Married,65,16,78,0,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Small,0
ES39217,Oregon,7785.004214,No,Extended,Bachelor,2/19/11,Employed,F,44897,Suburban,Married,99,22,46,1,7,Personal Auto,Personal L1,Offer4,Web,580.72531,Four-Door Car,Small,0
OY51402,Washington,8255.76385,No,Basic,High School or Below,1/14/11,Employed,F,54040,Rural,Married,103,14,88,0,4,Personal Auto,Personal L2,Offer1,Agent,59.987126,SUV,Medsize,0
UA19178,Oregon,4980.825042,No,Basic,Master,2/10/11,Employed,F,53265,Urban,Married,62,12,27,0,3,Personal Auto,Personal L2,Offer2,Call Center,238.005074,Four-Door Car,Small,0
PR53785,Arizona,7457.237794,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Married,198,18,55,1,1,Personal Auto,Personal L3,Offer1,Branch,1577.674417,Luxury Car,Small,0
RJ85627,Washington,12302.76244,No,Basic,Bachelor,1/5/11,Employed,F,43817,Urban,Married,62,25,12,1,2,Personal Auto,Personal L3,Offer3,Branch,245.447622,Four-Door Car,Medsize,0
CN90378,California,6862.508337,No,Extended,High School or Below,2/27/11,Employed,F,54780,Rural,Married,88,22,72,3,5,Personal Auto,Personal L3,Offer1,Agent,135.26125,Four-Door Car,Large,0
KI56154,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,1
UI55951,California,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,1
FF28650,Oregon,8312.681598,No,Basic,Bachelor,1/3/11,Retired,M,21442,Suburban,Divorced,118,32,84,0,3,Personal Auto,Personal L3,Offer2,Web,566.4,SUV,Medsize,0
FS55302,California,2389.980951,No,Basic,Bachelor,2/17/11,Employed,M,27615,Suburban,Married,62,19,18,1,1,Personal Auto,Personal L3,Offer3,Call Center,297.6,Four-Door Car,Medsize,0
TN79487,California,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,1
HG32616,Nevada,5295.741716,No,Extended,High School or Below,2/25/11,Employed,M,50200,Urban,Divorced,135,23,98,0,1,Personal Auto,Personal L3,Offer1,Agent,637.063458,Sports Car,Medsize,0
UK41984,Arizona,3839.606117,No,Basic,Doctor,2/21/11,Unemployed,F,0,Suburban,Divorced,112,3,51,2,1,Personal Auto,Personal L2,Offer1,Agent,537.6,SUV,Medsize,0
LZ52266,California,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,1
PM27367,California,2778.903705,No,Basic,Master,2/27/11,Employed,F,73570,Rural,Single,70,0,46,1,1,Special Auto,Special L3,Offer2,Branch,75.936096,Two-Door Car,Medsize,0
ZK21724,Oregon,4016.541995,No,Basic,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,111,4,85,0,1,Personal Auto,Personal L1,Offer3,Call Center,799.2,SUV,Large,0
QV59143,Washington,8236.917193,No,Premium,High School or Below,2/2/11,Unemployed,F,0,Suburban,Married,106,11,15,0,6,Special Auto,Special L2,Offer1,Web,603.058114,Four-Door Car,Large,0
QE22757,Nevada,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,1
ON77649,Oregon,2908.875917,No,Basic,College,1/29/11,Employed,F,35895,Urban,Married,73,11,51,0,1,Personal Auto,Personal L3,Offer2,Agent,312.921256,Four-Door Car,Medsize,0
RN82884,Arizona,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,1
CQ75652,Oregon,8341.623748,No,Premium,College,1/8/11,Unemployed,M,0,Suburban,Divorced,118,15,77,0,4,Personal Auto,Personal L2,Offer1,Agent,566.4,Four-Door Car,Medsize,0
FF58467,Arizona,5090.781344,No,Basic,Master,2/5/11,Employed,F,93018,Rural,Divorced,63,5,90,0,3,Personal Auto,Personal L3,Offer3,Call Center,135.382194,Four-Door Car,Medsize,0
BS83666,Oregon,7366.1883,No,Basic,Bachelor,2/13/11,Employed,M,70014,Rural,Divorced,62,6,4,0,2,Corporate Auto,Corporate L3,Offer1,Agent,17.742954,Four-Door Car,Large,0
WO29605,Oregon,2436.875126,No,Basic,College,2/25/11,Employed,F,48875,Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.838367,Two-Door Car,Small,0
TL77607,California,8852.688689,No,Basic,Bachelor,2/5/11,Employed,M,67969,Urban,Married,74,11,14,0,2,Personal Auto,Personal L3,Offer3,Branch,197.776009,Four-Door Car,Medsize,0
EZ50606,Oregon,23875.47675,No,Basic,High School or Below,2/14/11,Unemployed,F,0,Suburban,Married,108,8,55,0,2,Corporate Auto,Corporate L3,Offer4,Web,612.102262,SUV,Medsize,0
OS39723,Oregon,5600.496541,No,Basic,Doctor,1/23/11,Employed,F,68665,Suburban,Married,69,33,67,0,7,Personal Auto,Personal L3,Offer3,Call Center,331.2,Two-Door Car,Small,0
FN69743,California,4636.54647,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7,43,1,5,Corporate Auto,Corporate L1,Offer2,Agent,316.8,Two-Door Car,Medsize,1
XW96958,Nevada,7573.345057,No,Premium,High School or Below,2/20/11,Unemployed,M,0,Suburban,Single,110,6,37,0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.036154,Four-Door Car,Large,0
TU92578,California,14696.63549,No,Extended,College,1/29/11,Employed,M,45345,Suburban,Married,125,0,73,0,2,Personal Auto,Personal L1,Offer1,Agent,600.0,SUV,Medsize,0
IJ50779,Washington,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,1
YE68736,California,7724.840065,No,Premium,Bachelor,2/7/11,Employed,F,32051,Suburban,Married,193,4,40,1,1,Personal Auto,Personal L3,Offer1,Call Center,926.4,SUV,Medsize,0
OB96537,Oregon,5946.670679,No,Basic,Master,2/22/11,Employed,M,81139,Suburban,Divorced,74,22,69,0,3,Special Auto,Special L2,Offer1,Web,392.6364,Four-Door Car,Medsize,0
EU68825,Oregon,8000.545061,No,Basic,Master,1/2/11,Employed,F,63834,Rural,Married,100,23,19,1,3,Personal Auto,Personal L3,Offer4,Agent,215.226476,Sports Car,Small,0
CC31456,Arizona,6457.560953,No,Extended,Bachelor,1/5/11,Employed,M,37548,Rural,Married,81,12,9,0,3,Special Auto,Special L2,Offer2,Web,160.598662,Four-Door Car,Medsize,0
DJ77787,Arizona,7281.44014,No,Basic,High School or Below,1/7/11,Unemployed,F,0,Suburban,Married,69,28,28,3,2,Personal Auto,Personal L2,Offer3,Call Center,371.803029,Four-Door Car,Medsize,0
LN26837,California,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,1
YI92916,Nevada,4678.423394,No,Premium,Master,1/17/11,Employed,M,83102,Urban,Married,116,15,35,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,443.670399,Four-Door Car,Small,0
NW54906,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small,1
ME77513,Nevada,8717.777831,No,Premium,Master,2/22/11,Employed,F,83707,Urban,Married,108,2,72,0,7,Corporate Auto,Corporate L3,Offer1,Agent,290.391526,Four-Door Car,Medsize,0
UK76891,California,5233.986808,No,Basic,College,2/4/11,Employed,F,63259,Suburban,Married,65,25,14,0,7,Corporate Auto,Corporate L3,Offer1,Agent,316.795337,Four-Door Car,Medsize,0
SI26888,Nevada,4764.189722,No,Basic,High School or Below,2/7/11,Unemployed,F,0,Suburban,Single,67,18,73,0,8,Personal Auto,Personal L3,Offer1,Web,405.527937,Four-Door Car,Medsize,0
YD74948,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L3,Offer2,Agent,208.598246,Four-Door Car,Medsize,1
CA86085,Washington,5608.316348,No,Basic,High School or Below,2/22/11,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large,0
BW52697,California,5505.057003,No,Basic,College,1/1/11,Employed,F,86132,Urban,Married,68,30,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,301.437365,Two-Door Car,Medsize,0
NL41409,Oregon,2606.208503,No,Basic,Bachelor,2/14/11,Employed,F,28519,Suburban,Married,66,1,56,0,1,Personal Auto,Personal L3,Offer2,Web,456.473115,Two-Door Car,Large,0
OD69005,Arizona,10481.94383,No,Extended,High School or Below,1/28/11,Employed,F,39102,Rural,Married,88,11,98,0,2,Personal Auto,Personal L3,Offer3,Agent,152.338562,Four-Door Car,Medsize,0
ZZ91716,California,3256.766388,No,Extended,Bachelor,1/22/11,Unemployed,F,0,Suburban,Married,89,17,56,0,1,Personal Auto,Personal L3,Offer2,Web,491.755368,Four-Door Car,Small,0
UK70255,California,30475.78048,No,Extended,College,1/30/11,Employed,F,97298,Rural,Single,128,16,38,0,2,Personal Auto,Personal L3,Offer4,Web,48.517439,Sports Car,Medsize,0
QT25383,Nevada,6364.902164,No,Extended,High School or Below,1/18/11,Employed,M,41986,Suburban,Single,84,25,31,2,5,Personal Auto,Personal L3,Offer1,Branch,430.375049,Two-Door Car,Small,0
AW18068,Arizona,9468.509337,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Medsize,0
NS45347,Oregon,5631.451866,No,Basic,College,1/3/11,Medical Leave,F,17291,Suburban,Married,73,3,25,0,5,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,0
FV19421,California,7780.999262,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Urban,Married,74,0,52,0,2,Personal Auto,Personal L1,Offer1,Branch,246.489123,Four-Door Car,Medsize,0
XW89091,California,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,1
YC11951,Oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,1
UY18770,California,10179.71704,Yes,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize,1
RA49085,California,2772.839235,No,Basic,College,2/28/11,Employed,F,37038,Rural,Married,71,6,97,1,1,Corporate Auto,Corporate L3,Offer4,Branch,9.071305,Four-Door Car,Large,0
BG84194,Oregon,4037.501846,No,Basic,College,2/18/11,Employed,M,90760,Rural,Married,103,5,7,2,1,Special Auto,Special L3,Offer2,Branch,133.475315,SUV,Medsize,0
GM62071,Washington,21435.87782,No,Basic,High School or Below,1/7/11,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,Luxury Car,Large,0
MR67738,Oregon,2676.867914,No,Basic,High School or Below,2/4/11,Employed,F,54480,Suburban,Married,67,19,91,0,1,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small,0
DM95829,California,2523.959554,No,Basic,College,2/24/11,Medical Leave,M,16244,Suburban,Married,68,4,85,0,1,Personal Auto,Personal L3,Offer4,Call Center,623.223617,Two-Door Car,Medsize,0
DB75522,California,6988.401604,No,Extended,College,2/26/11,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Offer2,Branch,427.2,Four-Door Car,Small,0
RZ27571,Washington,2695.963857,No,Basic,Bachelor,2/13/11,Employed,F,25544,Suburban,Married,68,18,30,0,1,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,0
WW30771,Arizona,2673.319593,No,Basic,Master,2/13/11,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,0
QP65569,Arizona,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,1
TN50051,California,2957.764017,No,Basic,Doctor,2/6/11,Employed,F,83318,Urban,Divorced,73,21,42,0,1,Personal Auto,Personal L1,Offer3,Web,211.336937,Two-Door Car,Medsize,0
GT62080,Washington,7433.820995,No,Basic,High School or Below,1/29/11,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,227.872071,Four-Door Car,Medsize,0
JA41698,Nevada,3099.538005,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,102,18,32,5,1,Corporate Auto,Corporate L2,Offer2,Call Center,862.762957,SUV,Medsize,0
NX18774,Oregon,8415.684559,No,Basic,Bachelor,1/3/11,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize,0
DA69469,Oregon,26843.12452,No,Extended,College,1/16/11,Employed,F,36068,Rural,Married,97,0,10,0,2,Personal Auto,Personal L3,Offer2,Branch,113.367765,Two-Door Car,Medsize,0
CN23147,Oregon,13057.17071,No,Premium,Bachelor,2/27/11,Employed,M,48804,Suburban,Married,112,1,4,1,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,0
RA68844,Oregon,9599.950239,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,131,6,52,0,6,Personal Auto,Personal L2,Offer2,Web,943.2,SUV,Small,0
GH42026,Oregon,8535.108918,No,Basic,Bachelor,2/22/11,Employed,M,55790,Rural,Single,111,4,40,0,9,Personal Auto,Personal L3,Offer3,Branch,117.672722,SUV,Medsize,0
BD16530,Arizona,8293.481886,No,Basic,Bachelor,1/9/11,Employed,F,70258,Urban,Divorced,69,20,65,0,2,Personal Auto,Personal L1,Offer1,Agent,225.145949,Four-Door Car,Medsize,0
JH91579,Oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L2,Offer1,Call Center,456.0,Two-Door Car,Large,1
WK23685,Oregon,6636.859781,No,Extended,Bachelor,1/6/11,Employed,F,47274,Rural,Married,83,32,26,1,5,Corporate Auto,Corporate L2,Offer1,Agent,182.432565,Four-Door Car,Medsize,0
ZJ18419,Washington,5802.83547,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,78,27,10,0,8,Personal Auto,Personal L1,Offer1,Branch,644.755653,Four-Door Car,Small,0
PI78084,Arizona,5077.320916,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Single,73,26,84,0,3,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Medsize,0
ZF40671,Washington,12427.39371,No,Premium,Master,2/9/11,Medical Leave,F,15818,Urban,Married,107,24,99,0,2,Personal Auto,Personal L2,Offer2,Call Center,333.886816,Two-Door Car,Medsize,0
UG34438,Washington,10990.59477,No,Extended,College,1/16/11,Employed,F,44552,Rural,Married,137,7,42,0,3,Personal Auto,Personal L3,Offer1,Branch,311.103582,SUV,Medsize,0
UK25655,Oregon,3435.25008,No,Extended,Bachelor,1/14/11,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Personal L2,Offer2,Call Center,212.391975,Two-Door Car,Medsize,0
QR45101,Oregon,6624.61183,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,297.6,Two-Door Car,Medsize,0
EL93539,California,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Special Auto,Special L3,Offer2,Branch,174.041566,Four-Door Car,Small,1
DG80424,Washington,2691.568951,No,Basic,College,1/24/11,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Offer2,Agent,257.900458,Four-Door Car,Medsize,0
DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large,1
WP41146,California,5341.438779,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Married,72,4,11,1,7,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Medsize,0
TK60799,Arizona,4160.018087,No,Basic,High School or Below,1/8/11,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Personal L3,Offer2,Agent,1.924709,SUV,Small,0
DN29808,California,2846.24535,No,Basic,College,2/3/11,Employed,F,28919,Suburban,Married,72,18,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,0
SS59521,Oregon,4770.256564,No,Basic,College,1/2/11,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,0
NG66579,Oregon,5059.616223,No,Basic,Bachelor,1/6/11,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Personal L3,Offer2,Web,262.12205,Two-Door Car,Medsize,0
TC14209,Arizona,9095.744565,No,Extended,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,128,5,76,0,8,Personal Auto,Personal L2,Offer1,Agent,921.6,SUV,Medsize,0
ED50963,California,2688.863963,No,Basic,High School or Below,1/29/11,Employed,F,32808,Suburban,Married,68,1,88,1,1,Personal Auto,Personal L3,Offer3,Branch,541.695658,Four-Door Car,Small,0
GP40701,California,8277.637562,No,Basic,Bachelor,2/14/11,Employed,F,79780,Suburban,Married,68,11,58,0,2,Personal Auto,Personal L2,Offer2,Web,326.4,Four-Door Car,Medsize,0
CP98451,Oregon,9057.935331,No,Basic,College,1/2/11,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Personal L3,Offer1,Agent,327.682669,SUV,Medsize,0
NX52648,California,3801.750407,No,Extended,High School or Below,1/2/11,Employed,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Medsize,0
ZC32510,Arizona,9339.341599,No,Premium,High School or Below,2/22/11,Employed,M,69442,Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small,0
NG27780,Oregon,2520.12318,No,Basic,College,1/15/11,Unemployed,M,0,Rural,Married,70,18,47,0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.043197,Four-Door Car,Medsize,0
HN95240,Arizona,4984.095342,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,70,25,48,0,9,Corporate Auto,Corporate L1,Offer1,Agent,336.0,Four-Door Car,Small,0
EB59129,Oregon,2595.747991,No,Basic,Bachelor,2/18/11,Employed,F,47234,Rural,Married,65,11,34,0,1,Personal Auto,Personal L2,Offer1,Agent,15.631363,Four-Door Car,Medsize,0
RA70851,Oregon,7437.693335,No,Extended,High School or Below,1/12/11,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Personal L3,Offer2,Branch,441.6,Four-Door Car,Medsize,0
PM19162,Oregon,14536.78759,No,Basic,Bachelor,1/16/11,Employed,M,25805,Suburban,Divorced,66,25,0,2,2,Personal Auto,Personal L2,Offer2,Call Center,375.866091,Four-Door Car,Medsize,0
MS59005,Nevada,5913.305869,No,Extended,Bachelor,1/23/11,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,0
SU71163,Arizona,2771.663013,No,Basic,College,1/7/11,Employed,M,59855,Suburban,Married,74,30,82,4,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Two-Door Car,Medsize,0
BD35676,Arizona,29194.36639,No,Extended,Master,1/4/11,Employed,M,35296,Urban,Single,126,19,11,0,2,Personal Auto,Personal L1,Offer2,Branch,452.616872,SUV,Medsize,0
NI44621,Oregon,9880.38582,No,Extended,Master,1/3/11,Employed,F,36576,Rural,Married,125,11,73,1,3,Personal Auto,Personal L3,Offer1,Agent,113.450122,SUV,Medsize,0
EW33419,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Corporate Auto,Corporate L2,Offer2,Call Center,480.0,SUV,Medsize,1
HX44948,Oregon,5759.91084,No,Basic,Bachelor,1/28/11,Employed,M,85448,Rural,Married,72,16,76,0,3,Special Auto,Special L2,Offer3,Agent,16.03451,Four-Door Car,Medsize,0
DL36983,Oregon,8495.164213,No,Premium,High School or Below,1/24/11,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,Medsize,0
XR87264,California,4381.184212,No,Premium,Bachelor,1/8/11,Employed,F,20597,Suburban,Married,112,31,46,0,1,Personal Auto,Personal L2,Offer2,Agent,615.256301,Four-Door Car,Medsize,0
